smiles,docking_score
CCN(CC)C(=O)[C@@H]1CCCN(C/C=C/c2ccccc2OC)C1,-45.62
CCN(CC)C(=O)[C@H]1CCCN(C/C=C/c2ccccc2OC)C1,-31.9
O=C(O)[C@@H]1CCCCN1CCOc1ccc(Cl)cc1,-31.25
O=C(O)[C@H]1CCCCN1CCOc1ccc(Cl)cc1,-19.22
CCOC(=O)[C@@H]1CCCCN1CC(=O)Nc1c(F)cccc1F,-26.04
CCOC(=O)[C@H]1CCCCN1CC(=O)Nc1c(F)cccc1F,-32.98
C[C@@H](Oc1cccc(C(C)(C)C)c1)C(=O)N1CCS(=O)(=O)CC1,-9.77
C[C@H](Oc1cccc(C(C)(C)C)c1)C(=O)N1CCS(=O)(=O)CC1,-18.45
CC[C@@H]1C(=O)NCCN1C(=O)C(=O)Nc1cc(F)c(F)c(F)c1,-32.86
CC[C@H]1C(=O)NCCN1C(=O)C(=O)Nc1cc(F)c(F)c(F)c1,-42.77
CCN1CC[C@@H](N(C)C(=O)NC2CC(C)(C)NC(C)(C)C2)[C@H](C)C1,-24.08
CCN1CC[C@H](N(C)C(=O)NC2CC(C)(C)NC(C)(C)C2)[C@H](C)C1,-11.84
C[C@@H](NC[C@@H]1CN(C)CCO1)c1ccc(I)cc1,-33.25
C[C@@H](NC[C@H]1CN(C)CCO1)c1ccc(I)cc1,-47.01
C[C@H](NC[C@@H]1CN(C)CCO1)c1ccc(I)cc1,-52.93
C[C@H](NC[C@H]1CN(C)CCO1)c1ccc(I)cc1,-38.82
COC(=O)c1cccc(NC(=O)[C@@H](c2ccccc2)N(C)C)c1,-58.27
COC(=O)c1cccc(NC(=O)[C@H](c2ccccc2)N(C)C)c1,-38.75
Cc1ccc(CNC(=O)[C@@H]2CCCS(=O)(=O)C2)cc1,-30.08
Cc1ccc(CNC(=O)[C@H]2CCCS(=O)(=O)C2)cc1,-23.06
CC(C)C(=O)Nc1ccc(C(=O)N[C@@H](C#N)C2CCCCC2)cc1,-35.41
CC(C)C(=O)Nc1ccc(C(=O)N[C@H](C#N)C2CCCCC2)cc1,-21.88
CC[C@@H](NCc1ccc(C(=O)O)cc1)c1ccc(C)cc1,3.52
CC[C@H](NCc1ccc(C(=O)O)cc1)c1ccc(C)cc1,-14.11
CC[C@@H]1C(=O)NCCN1C(=O)/C=C/c1ccccc1Cl,-28.43
CC[C@H]1C(=O)NCCN1C(=O)/C=C/c1ccccc1Cl,-35.8
Cc1ncccc1C(=O)N[C@@H](CN)C1CCCCC1,-30.69
Cc1ncccc1C(=O)N[C@H](CN)C1CCCCC1,-36.5
CC(=O)N[C@@H]1CCCN(C(=O)C(=O)Nc2cc(Cl)ccc2C)C1,-48.35
CC(=O)N[C@H]1CCCN(C(=O)C(=O)Nc2cc(Cl)ccc2C)C1,-38.46
COc1ccnc(NC[C@@H](c2ccc(C)cc2)N(C)C)n1,-45.51
COc1ccnc(NC[C@H](c2ccc(C)cc2)N(C)C)n1,-31.69
CCN(C)[C@@H](C(=O)Nc1ccc([C@@H](C)N)cc1)c1ccccc1,-42.64
CCN(C)[C@H](C(=O)Nc1ccc([C@@H](C)N)cc1)c1ccccc1,-36.29
C=C[C@@H](CC(=O)N1CCN(C(C)=O)CC1)c1ccccc1,-31.33
C=C[C@H](CC(=O)N1CCN(C(C)=O)CC1)c1ccccc1,-36.48
C[C@](NC(=O)[C@@H]1CCC[C@H](N)C1)(C(=O)O)c1ccccc1,-10.93
C[C@](NC(=O)[C@H]1CCC[C@H](N)C1)(C(=O)O)c1ccccc1,5.32
COC(=O)C[C@@H]1CCCCN1CC(=O)Nc1ccc(C(F)(F)F)cc1,-62.28
COC(=O)C[C@H]1CCCCN1CC(=O)Nc1ccc(C(F)(F)F)cc1,-40.76
CC(=O)c1ccc(OCC(=O)N2CCCC[C@@H]2C(N)=O)c(Cl)c1,-22.95
CC(=O)c1ccc(OCC(=O)N2CCCC[C@H]2C(N)=O)c(Cl)c1,-28.59
COC(=O)[C@@H](NC(=O)c1cc(OC)ccc1OC)c1ccccc1,-22.72
COC(=O)[C@H](NC(=O)c1cc(OC)ccc1OC)c1ccccc1,-29.97
COc1cc(F)c([C@@H](C)NC(=O)N2CCC([C@H](C)O)CC2)cc1OC,-7.88
COc1cc(F)c([C@H](C)NC(=O)N2CCC([C@@H](C)O)CC2)cc1OC,-17.83
COCCOc1ccc([C@@H](C)NCc2ccc(OC)c(O)c2)cc1,-25.37
COCCOc1ccc([C@H](C)NCc2ccc(OC)c(O)c2)cc1,-43.32
COc1cc(/C=C/C(=O)N2CCC[C@@H](N(C)C)C2)cc(Cl)c1OC,-42.24
COc1cc(/C=C/C(=O)N2CCC[C@H](N(C)C)C2)cc(Cl)c1OC,-29.02
CCOc1ccc(NC(=O)C(=O)N2CCC[C@@H](CNC(C)=O)C2)cc1,-26.48
CCOc1ccc(NC(=O)C(=O)N2CCC[C@H](CNC(C)=O)C2)cc1,-35.73
C[C@@H]1CN(C(=O)C(=O)Nc2cccc(CC(F)(F)F)c2)CC(C)(C)O1,-40.94
C[C@H]1CN(C(=O)C(=O)Nc2cccc(CC(F)(F)F)c2)CC(C)(C)O1,-29.02
CC[C@@H]1CCCCN1C(=O)[C@@H](C)[C@H](N)c1ccccc1,-47.07
CC[C@@H]1CCCCN1C(=O)[C@H](C)[C@H](N)c1ccccc1,-31.4
O=C(N[C@@H](CCCO)c1ccccc1)c1ccc(Cl)cc1O,-33.22
O=C(N[C@H](CCCO)c1ccccc1)c1ccc(Cl)cc1O,-41.66
CCOc1ccccc1CN(C)C(=O)[C@@H]1CC=CCC1,-33.07
CCOc1ccccc1CN(C)C(=O)[C@H]1CC=CCC1,-26.55
CCOc1ccccc1C(F)(F)C(=O)N[C@@H]1CCOC(C)(C)C1,-15.66
CCOc1ccccc1C(F)(F)C(=O)N[C@H]1CCOC(C)(C)C1,-25.72
C[C@@H]1CN(C)C[C@@H](C)N1C(=O)COc1ccc(C(N)=O)cc1,-30.54
C[C@H]1CN(C)C[C@H](C)N1C(=O)COc1ccc(C(N)=O)cc1,-41.5
CC(C)[C@@H](NC(=O)N1CCOCC1)c1ccc(Cl)cc1,-22.51
CC(C)[C@H](NC(=O)N1CCOCC1)c1ccc(Cl)cc1,-30.3
CC[C@@H](NCc1ccc(OC)nc1)c1ccc(Cl)cc1,-32.51
CC[C@H](NCc1ccc(OC)nc1)c1ccc(Cl)cc1,-42.14
CC(C)C[C@@H]1COCCN1C(=O)C(=O)Nc1ccc(Br)cc1,-27.24
CC(C)C[C@H]1COCCN1C(=O)C(=O)Nc1ccc(Br)cc1,-39.03
COc1ccccc1[C@@H](C)NS(=O)(=O)c1ccc(C#N)cc1,-27.12
COc1ccccc1[C@H](C)NS(=O)(=O)c1ccc(C#N)cc1,-19.22
Cc1cccc(C)c1NC(=O)C(=O)N1CCC[C@@](C)(O)C1,-12.08
Cc1cccc(C)c1NC(=O)C(=O)N1CCC[C@](C)(O)C1,-26.65
Cc1cc([N+](=O)[O-])ccc1C(=O)N[C@@H](C)c1ccccc1,-35.76
Cc1cc([N+](=O)[O-])ccc1C(=O)N[C@H](C)c1ccccc1,-28.81
Cc1cccc(NC(=O)N[C@@H]2CCC[C@@H](S(C)(=O)=O)C2)c1Cl,-32.99
Cc1cccc(NC(=O)N[C@H]2CCC[C@@H](S(C)(=O)=O)C2)c1Cl,-27.87
CS(=O)(=O)NC[C@@H]1CCCN(C(=O)NCc2ccccc2F)C1,-18.64
CS(=O)(=O)NC[C@H]1CCCN(C(=O)NCc2ccccc2F)C1,-31.57
C[C@@H](NC(=O)N1CCC(C)(O)CC1)c1cccc(Br)c1,-24.59
C[C@H](NC(=O)N1CCC(C)(O)CC1)c1cccc(Br)c1,-30.84
NC(=O)[C@@H]1CN(C(=O)C(=O)Nc2ccc(F)c(F)c2)CCO1,-33.35
NC(=O)[C@H]1CN(C(=O)C(=O)Nc2ccc(F)c(F)c2)CCO1,-38.39
COc1cc(C(=O)NC[C@@H]2COCCO2)cc(Cl)c1OCC(N)=O,-19.92
COc1cc(C(=O)NC[C@H]2COCCO2)cc(Cl)c1OCC(N)=O,-28.83
CSCc1cc(F)ccc1CNC(=O)[C@@H]1CCN(C)C(=O)C1,-34.75
CSCc1cc(F)ccc1CNC(=O)[C@H]1CCN(C)C(=O)C1,-27.38
C[C@@H](C(=O)Nc1ncccn1)N1CCC[C@@](C)(O)C1,-28.26
C[C@H](C(=O)Nc1ncccn1)N1CCC[C@@](C)(O)C1,-43.48
CC(C)CNC(=O)N1CCC[C@@H](C(=O)NCc2cccc(F)c2)C1,-24.84
CC(C)CNC(=O)N1CCC[C@H](C(=O)NCc2cccc(F)c2)C1,-33.32
CCN1CCC(NC(=O)CN2CCC[C@@H](C(=O)OC)C2)CC1,-37.2
CCN1CCC(NC(=O)CN2CCC[C@H](C(=O)OC)C2)CC1,-26.99
C[C@@H](O)C[C@@H]1CCCCN1CC(=O)Nc1ccc(Cl)cc1,-65.34
C[C@@H](O)C[C@H]1CCCCN1CC(=O)Nc1ccc(Cl)cc1,-54.8
COC(=O)C[C@@H]1CSCCN1CCOc1ccccc1Cl,-42.69
COC(=O)C[C@H]1CSCCN1CCOc1ccccc1Cl,-54.44
CSc1cc(C(=O)N[C@@H](C(N)=O)c2ccc(F)cc2)ccc1F,-31.16
CSc1cc(C(=O)N[C@H](C(N)=O)c2ccc(F)cc2)ccc1F,-41.26
COC(=O)CC[C@@H](NC(=O)c1cccc(OC)c1)c1ccccc1,-40.06
COC(=O)CC[C@H](NC(=O)c1cccc(OC)c1)c1ccccc1,-33.16
CC[C@@H](CC(=O)N1CCN(CC(=O)NC)CC1)c1ccc(OC)cc1,-26.01
CC[C@H](CC(=O)N1CCN(CC(=O)NC)CC1)c1ccc(OC)cc1,-13.79
C[C@@H]1CCC[C@@H](C)N1C(=O)CNc1cccc(Cl)c1C(N)=O,-29.56
C[C@H]1CCC[C@H](C)N1C(=O)CNc1cccc(Cl)c1C(N)=O,-34.62
CC[C@@]1(C)CN(C(=O)/C=C/c2ccc(OCC(N)=O)cc2)CCO1,-29.19
CC[C@]1(C)CN(C(=O)/C=C/c2ccc(OCC(N)=O)cc2)CCO1,-23.02
CNS(=O)(=O)c1cccc(NC(=O)[C@@H](C)c2cccc(F)c2)c1,-21.82
CNS(=O)(=O)c1cccc(NC(=O)[C@H](C)c2cccc(F)c2)c1,-29.31
C[C@@H]1CN(C(=O)NCc2cccc(O)c2)CCN1CC(F)(F)F,-25.35
C[C@H]1CN(C(=O)NCc2cccc(O)c2)CCN1CC(F)(F)F,-33.38
OCC[C@@H]1CCCCN1CCCc1ccccc1Cl,-32.67
OCC[C@H]1CCCCN1CCCc1ccccc1Cl,-45.34
CC[C@@H](CC(=O)N1CCC[C@@H](C(F)(F)F)C1)c1ccccc1,-23.52
CC[C@H](CC(=O)N1CCC[C@@H](C(F)(F)F)C1)c1ccccc1,-31.4
C[C@@H](Oc1cc(F)ccc1[N+](=O)[O-])C(=O)N1C[C@@H](C)O[C@H](C)C1,-26.43
C[C@H](Oc1cc(F)ccc1[N+](=O)[O-])C(=O)N1C[C@@H](C)O[C@H](C)C1,-34.49
CC[C@@H](C)NC(=O)c1ccc(NCC(=O)N2CCOCC2)c(C)c1,-20.4
CC[C@H](C)NC(=O)c1ccc(NCC(=O)N2CCOCC2)c(C)c1,-13.94
CCO[C@@H]1CCCN(C(=O)C(=O)Nc2cc(Cl)c(C)c(Cl)c2)C1,-47.22
CCO[C@H]1CCCN(C(=O)C(=O)Nc2cc(Cl)c(C)c(Cl)c2)C1,-38.33
CCS(=O)(=O)N1CCN([C@@H](C)C(=O)Nc2ccc(Cl)cc2)CC1,-26.83
CCS(=O)(=O)N1CCN([C@H](C)C(=O)Nc2ccc(Cl)cc2)CC1,-33.57
Cc1c(C(=O)N[C@@H](C)c2ccc(F)cc2Cl)cccc1S(N)(=O)=O,-25.87
Cc1c(C(=O)N[C@H](C)c2ccc(F)cc2Cl)cccc1S(N)(=O)=O,-31.46
COC[C@@H](NC(=O)N1CCC(N(C)CCO)CC1)c1ccccc1,-10.65
COC[C@H](NC(=O)N1CCC(N(C)CCO)CC1)c1ccccc1,-27.4
NC(=O)c1ccc(F)c(NC(=O)N[C@@H]2CCCC[C@@H]2O)c1,-29.94
NC(=O)c1ccc(F)c(NC(=O)N[C@H]2CCCC[C@H]2O)c1,-22.39
C[C@@H]1C[C@H](NCCc2cccc(C(N)=O)c2)CC(C)(C)C1,-37.31
C[C@H]1C[C@@H](NCCc2cccc(C(N)=O)c2)CC(C)(C)C1,-31.29
COC(=O)[C@@H](NCc1ccc(S(C)(=O)=O)cc1)c1cccc(C#N)c1,-11.99
COC(=O)[C@H](NCc1ccc(S(C)(=O)=O)cc1)c1cccc(C#N)c1,-31.16
CNC(=O)COc1cccc(CC(=O)N[C@@H]2CCC[C@@H](C)[C@H]2C)c1,-21.96
CNC(=O)COc1cccc(CC(=O)N[C@H]2CCC[C@@H](C)[C@H]2C)c1,-12.49
CC1(C)CCC[C@@H](C(=O)N[C@@H](CC(N)=O)C2CCCCC2)C1,-8.96
CC1(C)CCC[C@H](C(=O)N[C@H](CC(N)=O)C2CCCCC2)C1,-21.32
COC[C@@H]1CN(CCOc2ccc(OC(F)(F)F)cc2)CCO1,-37.43
COC[C@H]1CN(CCOc2ccc(OC(F)(F)F)cc2)CCO1,-42.86
CCSc1cc(C(=O)N(C)[C@@H](C)c2ccccc2F)ccn1,-30.31
CCSc1cc(C(=O)N(C)[C@H](C)c2ccccc2F)ccn1,-23.44
CCn1cc(NC(=O)C(=O)N2CCC[C@@H](OC)C2)ccc1=O,-35.93
CCn1cc(NC(=O)C(=O)N2CCC[C@H](OC)C2)ccc1=O,-27.55
C[C@@H](NCc1cccc(OCC(=O)N(C)C)c1)c1cc(F)cc(F)c1,-21.93
C[C@H](NCc1cccc(OCC(=O)N(C)C)c1)c1cc(F)cc(F)c1,-39.11
CSc1ccc([C@@H](C)NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,-41.4
CSc1ccc([C@H](C)NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,-36.15
Cc1ccc(C)c(CN[C@@](C)(C(N)=O)c2cccc(Cl)c2)c1,-40.53
Cc1ccc(C)c(CN[C@](C)(C(N)=O)c2cccc(Cl)c2)c1,-31.06
CCCC(=O)N[C@@H]1CCCN(C/C(C)=C/c2ccccc2)C1,-44.68
CCCC(=O)N[C@H]1CCCN(C/C(C)=C/c2ccccc2)C1,-38.14
C[C@@](CO)(NC(=O)c1cccc(OCC(F)(F)F)n1)C1CCCCC1,-27.08
C[C@](CO)(NC(=O)c1cccc(OCC(F)(F)F)n1)C1CCCCC1,-9.71
C[C@@H](NC(=O)N1CCC(C(=O)N(C)C)CC1)c1ccc(F)cc1F,-21.0
C[C@H](NC(=O)N1CCC(C(=O)N(C)C)CC1)c1ccc(F)cc1F,-27.27
C[C@@H](c1ccc(F)cc1)N(C)S(=O)(=O)c1cc(F)cc(F)c1,-34.75
C[C@H](c1ccc(F)cc1)N(C)S(=O)(=O)c1cc(F)cc(F)c1,-27.7
Cc1ccc(NC(=O)[C@@H](c2ccccc2)N(C)C)c(C)c1,-26.27
Cc1ccc(NC(=O)[C@H](c2ccccc2)N(C)C)c(C)c1,-50.41
CCCC[C@@H](NC(=O)N1CCO[C@@H](C)C1)c1ccc(OC)cc1,-16.67
CCCC[C@H](NC(=O)N1CCO[C@@H](C)C1)c1ccc(OC)cc1,-24.65
C[C@@H]1CN(C(=O)C(=O)Nc2ccc(F)c(C#N)c2)CCO1,-35.45
C[C@H]1CN(C(=O)C(=O)Nc2ccc(F)c(C#N)c2)CCO1,-42.84
Cc1ccc(NC(=O)C(=O)N2C[C@@H](C)OC(C)(C)C2)c(Br)c1,-38.52
Cc1ccc(NC(=O)C(=O)N2C[C@H](C)OC(C)(C)C2)c(Br)c1,-28.04
C[C@@H]1CCC[C@@H](NC(=O)N[C@@H]2CCOC(C)(C)C2)C1,-18.04
C[C@@H]1CCC[C@H](NC(=O)N[C@@H]2CCOC(C)(C)C2)C1,-23.84
NCC[C@@H]1CCCCN1C(=O)CCc1ccccn1,-26.12
NCC[C@H]1CCCCN1C(=O)CCc1ccccn1,-39.02
CC[C@@H](NS(=O)(=O)c1c(F)cccc1Cl)c1ccncc1,-12.24
CC[C@H](NS(=O)(=O)c1c(F)cccc1Cl)c1ccncc1,-31.37
C[C@@H](NC(=O)N1CCOC(C)(C)C1)c1ccccc1Br,-27.33
C[C@H](NC(=O)N1CCOC(C)(C)C1)c1ccccc1Br,-14.88
C[C@@H](NC(=O)c1c[nH]c(=O)c(Br)c1)C1CCCCC1,-36.29
C[C@H](NC(=O)c1c[nH]c(=O)c(Br)c1)C1CCCCC1,-26.82
C[C@@H](c1ccc(F)cc1)N(C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,-39.66
C[C@H](c1ccc(F)cc1)N(C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,-32.19
CCN(C(=O)N[C@@H]1CCCN(C)C1)C1CCCCC1,-32.08
CCN(C(=O)N[C@H]1CCCN(C)C1)C1CCCCC1,-23.6
CCCOc1ccc(CN[C@@H](C(=O)OC)c2cccnc2)cc1OC,-24.24
CCCOc1ccc(CN[C@H](C(=O)OC)c2cccnc2)cc1OC,-9.76
CCOc1ccc([C@@H](C)NCc2ccc(OC)nc2)cc1[N+](=O)[O-],-44.81
CCOc1ccc([C@H](C)NCc2ccc(OC)nc2)cc1[N+](=O)[O-],-32.81
COc1cc(F)c([C@@H](C)NC(=O)c2cc(C)nc(O)c2)cc1OC,-26.1
COc1cc(F)c([C@H](C)NC(=O)c2cc(C)nc(O)c2)cc1OC,-19.21
N#C[C@@H](NC(=O)c1ccc(OC(F)F)cc1)c1ccc(F)cc1,-34.7
N#C[C@H](NC(=O)c1ccc(OC(F)F)cc1)c1ccc(F)cc1,-40.48
CNC(=O)c1cccc(CS(=O)(=O)[C@@H](C)c2ccccc2OC)c1,-18.26
CNC(=O)c1cccc(CS(=O)(=O)[C@H](C)c2ccccc2OC)c1,-25.48
CSc1ccc([C@@H](C)NC(=O)N2CCC[C@@H](NC(C)=O)C2)cc1,-21.94
CSc1ccc([C@H](C)NC(=O)N2CCC[C@@H](NC(C)=O)C2)cc1,-8.0
COc1ccc(NC(=O)CN2CCO[C@@H](CO)C2)cc1Cl,-33.7
COc1ccc(NC(=O)CN2CCO[C@H](CO)C2)cc1Cl,-26.93
CCOc1ccc(CN[C@@H](C)C2CCOCC2)cc1OC,-46.79
CCOc1ccc(CN[C@H](C)C2CCOCC2)cc1OC,-28.77
COc1ccc(O[C@@H](C)C(=O)N2CCC(OCC(C)C)CC2)cc1,-23.46
COc1ccc(O[C@H](C)C(=O)N2CCC(OCC(C)C)CC2)cc1,-17.55
CCc1ccccc1C(=O)N[C@@H](C)c1cccc(S(=O)(=O)NC)c1,-12.75
CCc1ccccc1C(=O)N[C@H](C)c1cccc(S(=O)(=O)NC)c1,-23.56
CCN([C@@H](C)c1cccnc1)S(=O)(=O)c1ccc(C(=O)NC)cc1,-22.61
CCN([C@H](C)c1cccnc1)S(=O)(=O)c1ccc(C(=O)NC)cc1,-32.92
Cc1cnc(C(=O)N[C@@H](C#N)c2cccc(Cl)c2Cl)cn1,-31.7
Cc1cnc(C(=O)N[C@H](C#N)c2cccc(Cl)c2Cl)cn1,-23.92
C[C@@H](c1ccccn1)N(C)C(=O)c1cccc(CS(C)(=O)=O)c1,-22.53
C[C@H](c1ccccn1)N(C)C(=O)c1cccc(CS(C)(=O)=O)c1,-16.26
COC[C@@H]1CCCN(CCOc2cccc(C#N)c2)C1,-45.94
COC[C@H]1CCCN(CCOc2cccc(C#N)c2)C1,-51.05
O=C(Nc1ccc([N+](=O)[O-])cc1)N[C@@H]1CCCN(CC(F)(F)F)C1=O,-17.98
O=C(Nc1ccc([N+](=O)[O-])cc1)N[C@H]1CCCN(CC(F)(F)F)C1=O,-38.51
COc1ccccc1[C@@H](C)N(C)C(=O)c1ccccc1[N+](=O)[O-],-31.47
COc1ccccc1[C@H](C)N(C)C(=O)c1ccccc1[N+](=O)[O-],-21.39
CCOC(=O)[C@@H]1CCCN(C(=O)C(=O)Nc2cccc(C(F)F)c2)C1,-35.82
CCOC(=O)[C@H]1CCCN(C(=O)C(=O)Nc2cccc(C(F)F)c2)C1,-44.2
CN1CCO[C@@H](C(=O)NCc2cccc(O)c2)C1,-37.2
CN1CCO[C@H](C(=O)NCc2cccc(O)c2)C1,-45.11
Cc1nc(C(C)(C)C)[nH]c(=O)c1C(=O)N[C@@H](C)c1ccc(C#N)cc1,-30.1
Cc1nc(C(C)(C)C)[nH]c(=O)c1C(=O)N[C@H](C)c1ccc(C#N)cc1,-14.0
Cc1cc(C(=O)N(C)[C@@H](C)c2cccc(O)c2)cc(Cl)n1,-32.67
Cc1cc(C(=O)N(C)[C@H](C)c2cccc(O)c2)cc(Cl)n1,-40.05
CCOc1cc(NC(=O)C(=O)N2CCC[C@@H](C)C2)ccc1C,-44.15
CCOc1cc(NC(=O)C(=O)N2CCC[C@H](C)C2)ccc1C,-33.24
COCCSc1ccc([C@@H](C)N[C@H](C)c2ccccn2)cc1,-42.43
COCCSc1ccc([C@H](C)N[C@H](C)c2ccccn2)cc1,-19.3
CCCOc1ccc(/C=C/C(=O)N2CCC[C@@H](C(=O)O)C2)cc1OC,29.02
CCCOc1ccc(/C=C/C(=O)N2CCC[C@H](C(=O)O)C2)cc1OC,17.6
CC[C@@]1(C)CCCN(C(=O)C(=O)Nc2cccc(OC(F)F)c2)C1,-24.4
CC[C@]1(C)CCCN(C(=O)C(=O)Nc2cccc(OC(F)F)c2)C1,-35.96
C[C@@H](CN1CCN(C)CC1)Nc1ccc(C#N)c(C(F)(F)F)c1,-40.67
C[C@H](CN1CCN(C)CC1)Nc1ccc(C#N)c(C(F)(F)F)c1,-34.2
Cc1ccc([C@@H](C)NC(=O)[C@@H]2CCCN[C@@H]2C)cc1F,-38.59
Cc1ccc([C@H](C)NC(=O)[C@@H]2CCCN[C@@H]2C)cc1F,-16.88
C[C@@H](C(=O)Nc1ccc(OC(F)F)cc1)N1CCN(CCO)CC1,-44.06
C[C@H](C(=O)Nc1ccc(OC(F)F)cc1)N1CCN(CCO)CC1,-36.29
C[C@@H]1CN(CC(=O)Nc2ccc(I)cc2)CCO1,-25.32
C[C@H]1CN(CC(=O)Nc2ccc(I)cc2)CCO1,-30.77
CC[C@@H](O)CN1CCN(CC(=O)Nc2cccc(C(C)C)c2)CC1,-43.55
CC[C@H](O)CN1CCN(CC(=O)Nc2cccc(C(C)C)c2)CC1,-34.57
C[C@@H](c1ccccn1)N(C)S(=O)(=O)c1cc(Br)ccc1F,-32.87
C[C@H](c1ccccn1)N(C)S(=O)(=O)c1cc(Br)ccc1F,-26.65
Cc1cc(Cl)ccc1NC(=O)[C@@H](C)N1CCCCC1,-54.17
Cc1cc(Cl)ccc1NC(=O)[C@H](C)N1CCCCC1,-40.95
CCCOCc1ccccc1CNC(=O)[C@@H]1CCCCN1,-56.74
CCCOCc1ccccc1CNC(=O)[C@H]1CCCCN1,-45.63
CCc1ccc(C(=O)[C@@H](C)Sc2ccc(OC)cc2)cc1,-36.51
CCc1ccc(C(=O)[C@H](C)Sc2ccc(OC)cc2)cc1,-30.77
CN(C)C[C@@H](NCc1ccc(Cl)cc1Cl)c1ccccc1,-45.38
CN(C)C[C@H](NCc1ccc(Cl)cc1Cl)c1ccccc1,-38.4
CCN1CCN(C(=O)N[C@@H](C)c2cccc(OC(F)(F)F)c2)CC1,-48.58
CCN1CCN(C(=O)N[C@H](C)c2cccc(OC(F)(F)F)c2)CC1,-26.38
CN(C)[C@@H]1CCCN(C(=O)NCc2ccccc2OCC(F)(F)F)C1,-31.2
CN(C)[C@H]1CCCN(C(=O)NCc2ccccc2OCC(F)(F)F)C1,-24.92
CC(=O)Nc1cc(S(=O)(=O)N[C@@H](C)c2ccccc2)ccc1C,-30.68
CC(=O)Nc1cc(S(=O)(=O)N[C@H](C)c2ccccc2)ccc1C,-19.84
COc1ccc(OC)c([C@@H](C)NCC2(O)CCCCC2)c1,-31.17
COc1ccc(OC)c([C@H](C)NCC2(O)CCCCC2)c1,-54.39
COCC(=O)N1CCN([C@@H](C)C(=O)Nc2cc(F)ccc2C)CC1,-23.32
COCC(=O)N1CCN([C@H](C)C(=O)Nc2cc(F)ccc2C)CC1,-39.52
CC[C@@H](C)C(=O)Nc1cccc(CNC(=O)N2CCN(C)C(=O)C2)c1,-1.44
CC[C@H](C)C(=O)Nc1cccc(CNC(=O)N2CCN(C)C(=O)C2)c1,-19.78
CC[C@@H]1CCCCN1CCOc1ccccc1C(=O)O,-23.2
CC[C@H]1CCCCN1CCOc1ccccc1C(=O)O,-28.5
CC(C)C(=O)N1CCN(C(=O)N[C@@H](C)c2ccc(C(C)C)cc2)CC1,-23.2
CC(C)C(=O)N1CCN(C(=O)N[C@H](C)c2ccc(C(C)C)cc2)CC1,-28.29
CN(C)C(=O)C[C@@H](NC(=O)c1ccc(F)c(F)c1)c1ccccc1,-33.8
CN(C)C(=O)C[C@H](NC(=O)c1ccc(F)c(F)c1)c1ccccc1,-40.14
CC(C)N1CCN(C(=O)C[C@@H](C)c2ccccc2)CC1,-35.28
CC(C)N1CCN(C(=O)C[C@H](C)c2ccccc2)CC1,-46.41
CCO[C@@H]1CCCN(C(=O)NCc2ccc(O)c(OC)c2)C1,-23.99
CCO[C@H]1CCCN(C(=O)NCc2ccc(O)c(OC)c2)C1,-16.17
NC(=O)C[C@@H]1C(=O)NCCN1CCCc1ccccc1,-48.02
NC(=O)C[C@H]1C(=O)NCCN1CCCc1ccccc1,-30.68
Cc1ccccc1NC(=O)[C@@H](C)N1CCN(CC(=O)N(C)C)CC1,2.91
Cc1ccccc1NC(=O)[C@H](C)N1CCN(CC(=O)N(C)C)CC1,-17.53
Cc1cccc(CCC(=O)N2C[C@@H](C)N[C@@H](C)C2)c1,-42.55
Cc1cccc(CCC(=O)N2C[C@H](C)N[C@@H](C)C2)c1,-50.08
COc1ccc([C@@H](CO)N(C)S(=O)(=O)c2ccc(F)cc2C)cc1,-22.56
COc1ccc([C@H](CO)N(C)S(=O)(=O)c2ccc(F)cc2C)cc1,-29.05
COC1CCN(C(=O)C[C@@H](NC(C)=O)c2c(F)cccc2F)CC1,-26.83
COC1CCN(C(=O)C[C@H](NC(C)=O)c2c(F)cccc2F)CC1,-20.6
CCNC(=O)c1cccc(CNC(=O)N2CCO[C@@H](C(N)=O)C2)c1,21.36
CCNC(=O)c1cccc(CNC(=O)N2CCO[C@H](C(N)=O)C2)c1,-17.01
C[C@@H]1CCCCN1S(=O)(=O)NCc1cccc(NS(C)(=O)=O)c1,-35.04
C[C@H]1CCCCN1S(=O)(=O)NCc1cccc(NS(C)(=O)=O)c1,-29.96
CCCC(=O)NC[C@@H]1CCCN(CC(=O)Nc2ccccc2C)C1,-6.21
CCCC(=O)NC[C@H]1CCCN(CC(=O)Nc2ccccc2C)C1,-48.02
COc1cccc(CNC[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)n1,-26.67
COc1cccc(CNC[C@H]2CCCN(C(=O)OC(C)(C)C)C2)n1,-37.7
COc1ccc(OC)c(NC(=O)[C@@H](C)N2CCSC(C)(C)C2)c1,-40.51
COc1ccc(OC)c(NC(=O)[C@H](C)N2CCSC(C)(C)C2)c1,-45.59
C[C@@H]1CC[C@@H](NC(=O)C(=O)N2CCNCC2)[C@H](C)C1,-36.72
C[C@@H]1CC[C@H](NC(=O)C(=O)N2CCNCC2)[C@H](C)C1,-25.62
CC[C@@H](NCc1cccc([N+](=O)[O-])c1)c1ccccc1,-46.37
